Uitvoeringstijd
0.085829
0.062108
0.046647
0.053303
0.047476
0.049831
0.048546
0.049101
0.052799
0.051767
0.060511
0.056425
0.054143
0.077411
0.088422
0.049886
0.046457
0.048560
0.048136
0.055182
0.051779
0.062201
0.075203
0.047578
0.051161
0.046097
0.047718
0.058158
0.048141
0.049490
0.057359
0.052565
0.049422
0.056300
0.051988
0.061532
0.056118
0.070831
0.083877
0.072128
0.065301
0.064984
0.067737
0.066198
0.069957
0.062492
0.059371
0.073195
0.066757
0.068931
0.082709
0.065753
0.058662
0.057966
0.059593
0.059930
0.059668
0.071961
0.066875
0.061125
0.061193
0.063582
0.081887
0.086870
0.078906
0.064229
0.067296
0.072688
0.062259
0.059082
0.066078
0.049499
0.053113
0.054776
0.050270
0.219413
0.094147
0.056788
0.056264
0.064693
0.051702
0.051939
0.063681
0.050411
0.052543
0.056134
0.050057
0.059321
0.066195
0.076512
0.062951
0.054735
0.054478
0.060725
0.072102
0.060303
0.054299
0.059294
0.053721
0.046552
0.053460
0.062560
0.073670
0.056718
0.092265
0.064545
0.068327
0.061648
0.049981
0.052675
0.052687
0.055794
0.064157
0.053845
0.060695
0.063847
0.080518
0.073630
0.066536
0.064316
0.058534
0.064059
0.048125
0.053639
0.059545
0.052858
0.050950
0.050350
0.050439
0.064738
0.082339
0.068325
0.091284
0.063258
0.062278
0.062902
0.061719
0.058270
0.066383
0.060287
0.049362
0.053309
0.059428
0.062833
0.053173
0.055733
0.047606
0.050355
0.054207
0.052657
0.050061
0.048699
0.056785
0.059993
0.070263
0.070559
0.061001
0.071771
0.072559
0.067232
0.060980
0.052949
0.056632
0.050298
0.049544
0.053669
0.048835
0.057636
0.049385
0.051310
0.056061
0.052565
0.067293
0.080951
0.077110
0.069209
0.062814
0.052279
0.056075
0.050535
0.049260
0.050991
0.049011
0.050020
0.059953
0.049295
0.061037
0.066373
0.066639
0.077857
0.063039
0.064572
0.058245
0.047270
0.058010
0.051135
0.050370
0.053749
0.044822
0.050005
