Uitvoeringstijd
2.102362
2.045958
2.355724
2.229275
2.242579
2.341736
2.239899
2.034893
2.036352
1.978653
2.005423
1.918681
2.200582
2.383000
1.933324
2.136559
2.060857
2.215517
1.921475
1.946464
2.240253
2.351759
1.932790
2.130083
2.036559
2.367900
2.249701
2.226009
2.342064
1.818706
2.718579
2.082892
1.863524
2.218437
1.864440
2.094875
2.036206
1.829009
2.137923
2.273559
2.205491
1.948979
2.230148
2.032243
2.137712
2.137107
3.267214
1.793905
2.170494
1.936551
2.031552
2.237045
2.863513
2.137292
2.377481
2.003353
1.935424
2.030129
2.506219
1.836272
1.789990
2.278533
1.992929
2.449732
2.851515
2.453659
1.783149
1.981068
2.238628
2.303935
2.187891
2.639957
1.935331
2.989722
1.904324
2.132275
1.932172
2.352552
2.027880
1.829065
2.418036
1.760325
2.041201
2.448993
2.022348
2.504238
2.214396
2.313325
2.241296
2.454294
2.434606
2.239188
1.937360
1.830750
1.931402
1.934992
3.055843
1.936625
1.940431
2.027793
2.418461
2.126043
2.142525
2.036685
2.135027
1.934875
2.547565
2.137077
1.940316
2.133366
1.830418
1.830077
1.943242
1.925176
1.933547
2.341844
2.340351
2.189080
2.091764
2.193058
2.004764
2.111979
1.835757
1.827161
2.346467
2.442306
2.599170
1.681932
1.932952
2.130818
2.038753
1.821653
2.038075
2.141498
2.138196
2.134471
2.082052
2.986472
1.960147
1.827829
2.241461
2.035676
2.165335
2.209640
1.965160
2.003470
2.132605
2.048209
1.923856
2.526912
2.171453
1.712387
2.137009
2.956085
2.153972
2.227743
2.548642
2.340348
2.544008
2.574202
1.803485
2.385737
1.889485
2.100761
1.993867
1.721180
2.116807
1.938850
2.035200
2.033293
2.039026
2.218920
2.049418
2.444691
2.140105
1.760251
1.710256
2.327174
1.932787
2.342025
2.039028
2.030259
2.536412
2.020540
1.968775
2.031170
2.032535
2.240693
2.135587
2.647365
2.139202
2.139330
1.931398
2.033924
1.933791
1.940408
2.028466
2.033146
2.668452
2.117241
